Fecha,Cliente,Producto,Categoría,PrecioUnitario,Cantidad
2024-03-15,Diego,Teclado,Periféricos,49.93,2
2024-06-26,Florencia,Pad Mouse,Periféricos,7.36,2
2024-01-26,Camila,SSD 512GB,Almacenamiento,82.75,1
2024-06-24,Jorge,Cable HDMI,Accesorios,12.92,1
2024-05-11,Marta,"Notebook 14""",Computadoras,910.62,3
2024-03-17,Daniela,SSD 512GB,Almacenamiento,73.81,2
2024-03-20,Rocío,Disco 2TB,Almacenamiento,94.09,3
2024-01-22,Rocío,Disco 2TB,Almacenamiento,116.86,3
2024-06-28,Diego,Teclado,Periféricos,48.28,3
2024-01-22,Camila,SSD 1TB,Almacenamiento,124.03,1
2024-02-16,Nicolás,Pad Mouse,Periféricos,8.85,1
2024-02-23,Valentina,Mouse,Periféricos,24.13,2
2024-02-18,Pedro,SSD 512GB,Almacenamiento,71.74,1
2024-06-24,Marta,"Monitor 27""",Pantallas,272.37,1
2024-05-02,Valentina,Teclado,Periféricos,46.81,3
2024-05-14,Sofía,SSD 1TB,Almacenamiento,122.62,4
2024-06-25,Pedro,Disco 2TB,Almacenamiento,101.62,1
2024-04-09,Paula,Webcam,Periféricos,67.52,1
2024-04-23,Diego,Disco 2TB,Almacenamiento,106.12,2
2024-04-29,Paula,Pad Mouse,Periféricos,11.08,2
2024-06-25,Daniela,Pad Mouse,Periféricos,11.74,2
2024-01-14,Florencia,Pad Mouse,Periféricos,11.36,1
2024-04-21,Daniela,"Notebook 15""",Computadoras,1107.9,2
2024-04-28,Pedro,Pad Mouse,Periféricos,10.37,4
2024-06-07,Agustín,Cable HDMI,Accesorios,12.1,2
2024-02-02,Rocío,Parlante BT,Audio,60.03,1
2024-05-10,Camila,Auriculares,Audio,38.01,1
2024-01-30,Daniela,Webcam,Periféricos,68.66,2
2024-06-27,Jorge,Disco 2TB,Almacenamiento,91.88,1
2024-02-13,Florencia,Cargador USB-C,Accesorios,31.37,2
2024-03-17,Paula,Cargador USB-C,Accesorios,30.34,3
2024-02-25,Paula,Cable HDMI,Accesorios,11.39,2
2024-04-27,Daniela,Pad Mouse,Periféricos,8.2,3
2024-05-05,Carlos,Auriculares,Audio,37.38,4
2024-01-11,Lucía,"Notebook 15""",Computadoras,1145.5,2
2024-03-25,Luis,"Notebook 14""",Computadoras,887.94,2
2024-04-23,Lucía,"Notebook 15""",Computadoras,1104.06,2
2024-01-30,Sofía,Cable HDMI,Accesorios,10.33,5
2024-03-12,Diego,Cargador USB-C,Accesorios,28.06,4
2024-03-23,Florencia,Teclado,Periféricos,48.8,3
2024-04-06,Diego,Teclado,Periféricos,50.04,1
2024-01-23,Marcos,SSD 1TB,Almacenamiento,120.37,2
2024-04-26,Florencia,Parlante BT,Audio,61.5,3
2024-01-13,Nicolás,"Monitor 24""",Pantallas,200.55,1
2024-01-18,Paula,Teclado,Periféricos,47.64,1
2024-01-30,Lucía,"Notebook 15""",Computadoras,1112.95,2
2024-06-14,Luis,Cable HDMI,Accesorios,12.7,2
2024-02-19,Marcos,SSD 1TB,Almacenamiento,144.57,3
2024-06-05,Carlos,Cable HDMI,Accesorios,11.48,1
2024-05-29,Marta,"Monitor 27""",Pantallas,242.07,4
2024-04-13,Jorge,SSD 1TB,Almacenamiento,104.95,1
2024-05-20,Rocío,Hub USB-C,Accesorios,30.6,2
2024-02-21,Sofía,Webcam,Periféricos,68.86,3
2024-02-03,Jorge,"Monitor 24""",Pantallas,196.07,1
2024-03-10,Luis,SSD 1TB,Almacenamiento,122.19,2
2024-05-26,Florencia,"Notebook 14""",Computadoras,919.21,1
2024-04-03,Rocío,Pad Mouse,Periféricos,8.24,3
2024-01-29,Agustín,"Notebook 15""",Computadoras,1041.3,4
2024-06-22,Valentina,"Notebook 14""",Computadoras,868.45,3
2024-04-04,Hernán,Teclado,Periféricos,43.64,1
2024-06-14,Pedro,Hub USB-C,Accesorios,30.84,4
2024-01-25,Luis,"Notebook 14""",Computadoras,931.55,2
2024-03-05,Pedro,Webcam,Periféricos,71.75,3
2024-02-13,Lucía,Webcam,Periféricos,76.37,2
2024-05-10,Agustín,"Monitor 27""",Pantallas,259.35,3
2024-06-06,Federico,Cargador USB-C,Accesorios,28.73,3
2024-06-22,Pedro,"Notebook 14""",Computadoras,848.49,1
2024-01-31,Paula,Disco 2TB,Almacenamiento,82.98,2
2024-01-02,Nicolás,Mouse,Periféricos,25.06,3
2024-06-21,Carlos,Disco 2TB,Almacenamiento,102.83,3
2024-04-30,Hernán,"Notebook 14""",Computadoras,921.37,3
2024-01-01,Camila,Cable HDMI,Accesorios,12.18,2
2024-04-24,Daniela,SSD 512GB,Almacenamiento,79.21,4
2024-06-23,Diego,Auriculares,Audio,41.93,2
2024-04-13,Carlos,Cable HDMI,Accesorios,10.8,2
2024-06-26,Camila,Mouse,Periféricos,28.4,1
2024-04-18,Florencia,Disco 2TB,Almacenamiento,105.48,1
2024-03-29,Jorge,Hub USB-C,Accesorios,36.95,1
2024-05-07,Jorge,Cargador USB-C,Accesorios,27.01,5
2024-03-09,Marcos,SSD 512GB,Almacenamiento,85.21,2
2024-01-07,Valentina,SSD 512GB,Almacenamiento,73.56,2
2024-02-24,Florencia,Webcam,Periféricos,62.11,3
2024-06-25,Diego,Cargador USB-C,Accesorios,27.33,1
2024-01-21,Agustín,Parlante BT,Audio,65.19,3
2024-01-19,Luis,Teclado,Periféricos,53.69,2
2024-05-30,Nicolás,Auriculares,Audio,37.04,4
2024-01-19,Marta,Pad Mouse,Periféricos,9.73,1
2024-04-29,Nicolás,Cable HDMI,Accesorios,9.21,1
2024-03-28,Ana,Hub USB-C,Accesorios,34.43,3
2024-05-06,Jorge,Webcam,Periféricos,74.43,2
2024-01-12,Valentina,Pad Mouse,Periféricos,8.31,2
2024-06-19,Marcos,Mouse,Periféricos,20.35,1
2024-01-27,Camila,"Notebook 14""",Computadoras,871.68,2
2024-04-01,Carlos,SSD 1TB,Almacenamiento,120.21,2
2024-02-24,Sofía,Parlante BT,Audio,71.12,2
2024-06-23,Federico,"Notebook 15""",Computadoras,1115.37,2
2024-02-28,Lucía,Hub USB-C,Accesorios,34.17,2
2024-01-17,Carlos,Teclado,Periféricos,42.08,1
2024-01-24,Ana,"Monitor 24""",Pantallas,201.53,5
2024-05-25,Daniela,Mouse,Periféricos,24.96,2
2024-06-30,Pedro,"Monitor 27""",Pantallas,274.41,2
2024-02-22,Hernán,Cable HDMI,Accesorios,11.65,5
2024-01-15,Ana,Auriculares,Audio,34.2,2
2024-01-29,Agustín,Teclado,Periféricos,45.97,1
2024-01-15,Paula,Webcam,Periféricos,70.5,3
2024-02-28,Daniela,Mouse,Periféricos,24.48,2
2024-06-05,Lucía,Disco 2TB,Almacenamiento,114.04,1
2024-01-18,Carlos,Teclado,Periféricos,50.24,4
2024-03-07,Marta,SSD 512GB,Almacenamiento,71.48,1
2024-03-18,Camila,"Notebook 15""",Computadoras,1201.02,1
2024-05-17,Pedro,Disco 2TB,Almacenamiento,100.6,2
2024-03-26,Pedro,Webcam,Periféricos,75.44,1
2024-05-30,Carlos,Auriculares,Audio,39.92,2
2024-03-18,Rocío,Pad Mouse,Periféricos,7.65,3
2024-03-21,Nicolás,SSD 1TB,Almacenamiento,128.01,3
2024-03-07,Jorge,Webcam,Periféricos,71.23,2
2024-06-05,Paula,Cable HDMI,Accesorios,13.31,1
2024-05-14,Jorge,Mouse,Periféricos,24.17,1
2024-06-08,Marta,Webcam,Periféricos,64.12,2
2024-01-06,Marta,Disco 2TB,Almacenamiento,96.07,1
2024-04-11,Camila,Hub USB-C,Accesorios,34.22,4
2024-03-05,Agustín,Webcam,Periféricos,70.81,1
2024-06-10,Lucía,"Notebook 14""",Computadoras,919.86,2
2024-04-25,Carlos,"Monitor 27""",Pantallas,243.12,1
2024-04-15,Florencia,"Notebook 15""",Computadoras,1015.64,3
2024-04-09,Ana,"Notebook 15""",Computadoras,1133.55,1
2024-04-12,Jorge,"Monitor 24""",Pantallas,208.05,2
2024-02-06,Federico,"Notebook 15""",Computadoras,1132.23,1
2024-04-12,Luis,"Monitor 27""",Pantallas,275.47,1
2024-02-22,Daniela,Disco 2TB,Almacenamiento,94.82,4
2024-05-27,Marta,"Monitor 27""",Pantallas,282.09,1
2024-05-03,Daniela,Mouse,Periféricos,27.97,3
2024-04-15,Hernán,Auriculares,Audio,42.44,3
2024-02-10,Camila,SSD 512GB,Almacenamiento,82.98,2
2024-05-26,Pedro,Disco 2TB,Almacenamiento,94.99,2
2024-01-27,Diego,Hub USB-C,Accesorios,34.83,3
2024-06-09,Camila,Pad Mouse,Periféricos,9.59,3
2024-04-10,Daniela,Mouse,Periféricos,26.3,1
2024-06-16,Ana,Mouse,Periféricos,25.0,5
2024-04-10,Ana,"Notebook 14""",Computadoras,955.94,4
2024-01-01,Jorge,Parlante BT,Audio,78.31,2
2024-02-09,Luis,Disco 2TB,Almacenamiento,91.47,2
2024-06-29,Hernán,"Notebook 15""",Computadoras,1103.64,3
2024-06-22,Hernán,Hub USB-C,Accesorios,31.87,3
2024-02-18,Paula,Disco 2TB,Almacenamiento,111.19,1
2024-05-15,Carlos,Webcam,Periféricos,56.18,2
2024-05-06,Marcos,Mouse,Periféricos,21.83,2
2024-02-21,Valentina,Mouse,Periféricos,21.95,2
2024-05-28,Hernán,"Monitor 24""",Pantallas,215.2,2
2024-01-06,Pedro,SSD 512GB,Almacenamiento,81.28,2
2024-02-15,Federico,Mouse,Periféricos,32.97,3
2024-05-18,Valentina,Hub USB-C,Accesorios,32.81,1
2024-01-11,Lucía,Parlante BT,Audio,64.59,2
2024-02-22,Lucía,Mouse,Periféricos,27.69,1
2024-02-25,Paula,Teclado,Periféricos,45.76,4
2024-06-28,Nicolás,Parlante BT,Audio,73.74,2
2024-01-22,Valentina,Pad Mouse,Periféricos,10.81,3
2024-04-12,Marta,Auriculares,Audio,36.3,5
2024-03-17,Pedro,Auriculares,Audio,40.15,2
2024-05-31,Sofía,Cargador USB-C,Accesorios,28.24,2
2024-06-03,Camila,"Notebook 14""",Computadoras,935.86,3
2024-06-18,Sofía,SSD 1TB,Almacenamiento,119.7,3
2024-03-17,Pedro,"Notebook 14""",Computadoras,950.17,4
2024-02-23,Marta,Auriculares,Audio,44.77,1
2024-04-08,Agustín,Hub USB-C,Accesorios,42.98,5
2024-04-28,Marcos,Mouse,Periféricos,22.19,3
2024-02-11,Marcos,Mouse,Periféricos,25.44,2
2024-06-03,Daniela,Cable HDMI,Accesorios,11.11,4
2024-01-20,Hernán,SSD 1TB,Almacenamiento,114.11,4
2024-02-07,Luis,Cargador USB-C,Accesorios,29.89,1
2024-02-13,Diego,Pad Mouse,Periféricos,10.03,1
2024-05-24,Camila,Pad Mouse,Periféricos,9.37,5
2024-06-19,Marcos,Teclado,Periféricos,46.26,1
2024-06-30,Diego,Teclado,Periféricos,51.47,3
2024-03-26,Lucía,Auriculares,Audio,36.62,2
2024-04-30,Luis,Auriculares,Audio,50.29,3
2024-06-30,Lucía,Parlante BT,Audio,65.71,1
2024-01-08,Daniela,SSD 1TB,Almacenamiento,137.97,3
2024-02-23,Federico,Webcam,Periféricos,85.5,2
2024-05-01,Sofía,Parlante BT,Audio,49.83,2
2024-05-10,Florencia,Hub USB-C,Accesorios,32.65,1
2024-06-10,Lucía,SSD 512GB,Almacenamiento,92.64,3
2024-06-25,Lucía,Hub USB-C,Accesorios,34.59,4
2024-05-02,Agustín,"Notebook 14""",Computadoras,982.11,3
2024-02-09,Carlos,SSD 1TB,Almacenamiento,135.37,3
2024-03-23,Marta,Parlante BT,Audio,64.52,2
2024-04-22,Sofía,"Monitor 27""",Pantallas,230.78,2
2024-04-19,Hernán,Parlante BT,Audio,60.1,3
2024-05-14,Federico,Mouse,Periféricos,20.39,1
2024-04-02,Nicolás,"Notebook 15""",Computadoras,1086.31,1
2024-05-20,Valentina,SSD 512GB,Almacenamiento,79.9,3
2024-03-20,Carlos,Cable HDMI,Accesorios,13.8,1
2024-02-26,Ana,SSD 1TB,Almacenamiento,135.93,1
2024-04-12,Jorge,"Notebook 15""",Computadoras,1074.84,6
2024-05-15,Diego,"Notebook 15""",Computadoras,1213.16,5
2024-03-11,Rocío,"Monitor 27""",Pantallas,247.94,4
2024-03-01,Nicolás,SSD 1TB,Almacenamiento,130.0,1
2024-06-01,Diego,Cargador USB-C,Accesorios,30.83,1
2024-01-10,Jorge,"Monitor 27""",Pantallas,280.22,2
2024-03-17,Pedro,Auriculares,Audio,27.49,1
2024-01-31,Paula,Auriculares,Audio,39.01,2
2024-04-02,Lucía,SSD 1TB,Almacenamiento,135.24,3
2024-03-26,Ana,SSD 512GB,Almacenamiento,77.62,1
2024-06-12,Ana,Disco 2TB,Almacenamiento,99.16,2
2024-06-02,Valentina,Teclado,Periféricos,50.35,2
2024-01-14,Jorge,"Monitor 27""",Pantallas,267.37,3
2024-06-05,Paula,Cargador USB-C,Accesorios,25.15,2
2024-01-19,Luis,Webcam,Periféricos,71.7,2
2024-02-02,Marcos,Mouse,Periféricos,22.93,2
2024-04-30,Luis,"Monitor 27""",Pantallas,229.22,3
2024-02-17,Hernán,Hub USB-C,Accesorios,33.57,2
2024-06-20,Camila,Cable HDMI,Accesorios,12.2,3
2024-04-30,Carlos,Teclado,Periféricos,53.85,2
2024-05-03,Hernán,Webcam,Periféricos,74.83,2
2024-02-06,Federico,Mouse,Periféricos,25.2,1
2024-05-13,Diego,Parlante BT,Audio,82.22,2
2024-02-20,Paula,Webcam,Periféricos,72.57,2
2024-04-15,Lucía,"Notebook 15""",Computadoras,1081.64,2
2024-05-18,Marcos,SSD 512GB,Almacenamiento,78.78,5
2024-05-07,Federico,SSD 512GB,Almacenamiento,70.39,3
2024-02-12,Agustín,Cable HDMI,Accesorios,12.86,3
2024-01-15,Marcos,"Monitor 27""",Pantallas,274.97,1
2024-02-26,Carlos,"Monitor 24""",Pantallas,187.35,2
2024-05-25,Pedro,Teclado,Periféricos,39.83,2
2024-02-12,Pedro,Teclado,Periféricos,43.09,1
2024-06-14,Sofía,Cable HDMI,Accesorios,12.17,2
2024-05-09,Nicolás,SSD 512GB,Almacenamiento,78.44,3
2024-03-08,Paula,Teclado,Periféricos,55.96,1
2024-01-30,Florencia,SSD 1TB,Almacenamiento,123.18,2
2024-02-05,Jorge,Cable HDMI,Accesorios,10.22,3
2024-03-15,Valentina,Cable HDMI,Accesorios,12.97,2
2024-06-13,Marcos,Teclado,Periféricos,37.97,2
2024-05-10,Carlos,Pad Mouse,Periféricos,11.2,1
2024-05-21,Valentina,Parlante BT,Audio,51.42,2
2024-01-26,Jorge,SSD 512GB,Almacenamiento,75.75,2
2024-05-01,Pedro,Mouse,Periféricos,19.94,1
2024-02-21,Lucía,SSD 1TB,Almacenamiento,122.39,1
2024-01-22,Federico,Parlante BT,Audio,76.02,5
2024-04-14,Valentina,"Notebook 14""",Computadoras,893.24,2
2024-04-15,Sofía,Auriculares,Audio,38.28,1
2024-05-05,Federico,Cable HDMI,Accesorios,13.44,1
2024-01-16,Florencia,"Monitor 27""",Pantallas,255.46,2
2024-03-02,Marta,Cable HDMI,Accesorios,13.64,1
2024-05-04,Marta,Webcam,Periféricos,59.93,3
2024-05-11,Marta,Auriculares,Audio,38.53,2
2024-03-28,Luis,"Monitor 27""",Pantallas,262.92,5
2024-01-15,Pedro,"Monitor 24""",Pantallas,187.13,3
2024-03-04,Federico,SSD 1TB,Almacenamiento,125.51,1
2024-01-25,Carlos,"Notebook 14""",Computadoras,889.8,1
2024-05-13,Carlos,Auriculares,Audio,33.3,1
2024-03-10,Carlos,"Monitor 24""",Pantallas,186.98,1
2024-06-17,Nicolás,Webcam,Periféricos,84.83,3
2024-02-05,Carlos,SSD 512GB,Almacenamiento,90.92,1
2024-01-28,Marta,Parlante BT,Audio,75.41,1
2024-04-10,Nicolás,Parlante BT,Audio,68.51,3
2024-01-01,Sofía,Hub USB-C,Accesorios,37.07,2
2024-05-17,Federico,Cargador USB-C,Accesorios,18.45,5
2024-01-10,Ana,Disco 2TB,Almacenamiento,91.71,2
2024-01-28,Paula,Pad Mouse,Periféricos,7.33,3
2024-04-22,Camila,"Monitor 24""",Pantallas,202.33,2
2024-03-01,Sofía,"Notebook 14""",Computadoras,864.87,3
2024-01-10,Marcos,Cable HDMI,Accesorios,12.34,1
2024-01-30,Pedro,Parlante BT,Audio,75.51,1
2024-01-20,Rocío,"Monitor 27""",Pantallas,260.66,1
2024-04-09,Valentina,Cargador USB-C,Accesorios,31.72,5
2024-02-12,Paula,Cargador USB-C,Accesorios,30.01,1
2024-04-03,Luis,Mouse,Periféricos,27.74,1
2024-04-15,Marcos,Disco 2TB,Almacenamiento,107.62,2
2024-03-14,Pedro,Hub USB-C,Accesorios,33.49,2
2024-06-14,Jorge,"Monitor 27""",Pantallas,242.03,3
2024-03-14,Florencia,Auriculares,Audio,42.51,3
2024-06-07,Federico,SSD 1TB,Almacenamiento,118.91,2
2024-03-30,Daniela,Cargador USB-C,Accesorios,22.19,2
2024-01-19,Camila,SSD 512GB,Almacenamiento,87.28,2
2024-05-07,Federico,"Notebook 14""",Computadoras,840.94,2
2024-03-29,Sofía,Auriculares,Audio,27.38,2
2024-05-23,Agustín,"Monitor 27""",Pantallas,265.19,1
2024-03-17,Ana,"Notebook 14""",Computadoras,865.94,2
2024-02-28,Luis,Cargador USB-C,Accesorios,28.02,2
2024-04-05,Hernán,SSD 1TB,Almacenamiento,145.71,1
2024-03-14,Diego,"Monitor 27""",Pantallas,257.79,2
2024-05-17,Sofía,Teclado,Periféricos,60.61,2
2024-01-20,Lucía,"Monitor 27""",Pantallas,256.2,2
2024-02-23,Marcos,Parlante BT,Audio,66.14,4
2024-01-03,Lucía,Disco 2TB,Almacenamiento,114.09,1
2024-03-26,Camila,Pad Mouse,Periféricos,11.15,3
2024-06-13,Sofía,"Monitor 27""",Pantallas,249.78,1
2024-01-20,Diego,SSD 512GB,Almacenamiento,75.35,1
2024-05-15,Camila,Auriculares,Audio,33.64,3
2024-04-03,Camila,Webcam,Periféricos,72.13,2
2024-03-13,Diego,"Monitor 24""",Pantallas,181.24,2
2024-02-17,Daniela,"Notebook 15""",Computadoras,1029.48,1
2024-02-27,Sofía,Cargador USB-C,Accesorios,30.9,1
2024-04-22,Luis,Mouse,Periféricos,18.4,3
2024-02-27,Luis,"Monitor 27""",Pantallas,255.52,3
2024-05-22,Rocío,"Monitor 27""",Pantallas,285.26,1
2024-05-20,Ana,Cargador USB-C,Accesorios,29.02,4
2024-02-12,Ana,SSD 512GB,Almacenamiento,78.78,3
2024-06-25,Rocío,"Monitor 24""",Pantallas,199.74,4
2024-03-16,Pedro,SSD 512GB,Almacenamiento,70.84,1
2024-04-03,Sofía,SSD 512GB,Almacenamiento,86.45,2
2024-01-15,Luis,Auriculares,Audio,42.87,1
2024-06-20,Pedro,Webcam,Periféricos,61.5,3
2024-06-30,Marta,SSD 1TB,Almacenamiento,133.23,3
2024-03-13,Carlos,SSD 1TB,Almacenamiento,123.11,2
2024-02-24,Federico,Teclado,Periféricos,54.96,3
2024-02-23,Agustín,"Notebook 15""",Computadoras,1081.68,5
2024-04-20,Agustín,Webcam,Periféricos,74.83,2
2024-03-23,Sofía,Hub USB-C,Accesorios,31.06,2
2024-04-20,Daniela,SSD 512GB,Almacenamiento,75.55,2
2024-05-09,Sofía,SSD 1TB,Almacenamiento,123.49,2
2024-05-23,Lucía,Pad Mouse,Periféricos,9.7,2
2024-02-07,Federico,"Notebook 15""",Computadoras,1094.5,2
2024-02-20,Valentina,Webcam,Periféricos,73.08,2
2024-04-19,Sofía,Auriculares,Audio,48.67,2
2024-05-07,Diego,Disco 2TB,Almacenamiento,93.92,3
2024-05-25,Diego,Parlante BT,Audio,71.5,2
2024-03-03,Sofía,SSD 512GB,Almacenamiento,87.51,2
2024-05-05,Rocío,"Monitor 27""",Pantallas,270.82,2
2024-04-08,Diego,Teclado,Periféricos,49.68,4
2024-04-27,Daniela,Webcam,Periféricos,60.33,3
2024-01-01,Agustín,Mouse,Periféricos,21.8,1
2024-06-23,Lucía,SSD 1TB,Almacenamiento,110.71,3
2024-05-22,Agustín,Pad Mouse,Periféricos,10.0,1
2024-04-08,Carlos,SSD 512GB,Almacenamiento,76.45,2
2024-01-23,Nicolás,Auriculares,Audio,35.55,2
2024-05-07,Marcos,"Monitor 24""",Pantallas,202.58,4
2024-06-08,Lucía,Mouse,Periféricos,21.68,2
2024-03-28,Camila,"Notebook 14""",Computadoras,807.11,2
2024-01-10,Marta,Auriculares,Audio,41.5,1
2024-06-20,Luis,Disco 2TB,Almacenamiento,105.02,2
2024-06-23,Nicolás,Hub USB-C,Accesorios,36.36,1
2024-02-22,Sofía,Hub USB-C,Accesorios,34.08,3
2024-03-19,Daniela,Disco 2TB,Almacenamiento,104.86,4
2024-02-21,Camila,Disco 2TB,Almacenamiento,96.75,2
2024-05-16,Marta,Cargador USB-C,Accesorios,28.72,3
2024-06-09,Diego,"Monitor 27""",Pantallas,253.62,1
2024-02-26,Sofía,Cable HDMI,Accesorios,12.52,2
2024-03-10,Carlos,Parlante BT,Audio,63.72,3
2024-02-26,Valentina,Auriculares,Audio,45.74,3
2024-02-03,Agustín,"Notebook 14""",Computadoras,929.68,4
2024-04-18,Marta,Mouse,Periféricos,24.25,2
2024-04-27,Agustín,Pad Mouse,Periféricos,9.19,3
2024-05-05,Federico,Pad Mouse,Periféricos,6.78,3
2024-04-01,Carlos,Mouse,Periféricos,23.68,2
2024-05-02,Agustín,Cargador USB-C,Accesorios,25.46,2
2024-01-13,Ana,Hub USB-C,Accesorios,36.07,3
2024-05-01,Sofía,Hub USB-C,Accesorios,34.82,3
2024-06-05,Sofía,Parlante BT,Audio,57.31,1
2024-02-13,Marta,SSD 512GB,Almacenamiento,77.31,2
2024-03-07,Jorge,"Monitor 24""",Pantallas,189.37,2
2024-06-25,Paula,"Notebook 14""",Computadoras,913.32,1
2024-05-25,Valentina,"Notebook 15""",Computadoras,1090.15,2
2024-04-12,Lucía,Teclado,Periféricos,48.37,1
2024-01-15,Luis,Disco 2TB,Almacenamiento,105.33,4
2024-05-17,Diego,Cargador USB-C,Accesorios,27.77,3
2024-01-23,Pedro,Parlante BT,Audio,49.36,1
2024-02-09,Camila,Auriculares,Audio,42.62,1
2024-03-09,Paula,Mouse,Periféricos,26.65,5
2024-05-18,Valentina,Cargador USB-C,Accesorios,29.33,1
2024-03-13,Jorge,Teclado,Periféricos,50.22,3
2024-02-12,Ana,"Monitor 24""",Pantallas,199.66,1
2024-03-13,Sofía,"Notebook 15""",Computadoras,1089.14,3
2024-04-27,Carlos,Cargador USB-C,Accesorios,29.0,4
2024-04-23,Marta,"Notebook 15""",Computadoras,1142.58,3
2024-06-15,Federico,Cargador USB-C,Accesorios,27.64,4
2024-05-18,Daniela,"Notebook 14""",Computadoras,905.75,2
2024-06-12,Carlos,Disco 2TB,Almacenamiento,109.97,2
2024-01-31,Sofía,SSD 1TB,Almacenamiento,125.43,1
2024-06-23,Federico,SSD 1TB,Almacenamiento,129.41,3
2024-02-01,Sofía,Cable HDMI,Accesorios,11.18,2
2024-02-17,Luis,"Notebook 14""",Computadoras,908.38,4
2024-01-25,Nicolás,Cable HDMI,Accesorios,11.25,1
2024-02-28,Marcos,"Monitor 27""",Pantallas,261.24,6
2024-05-13,Marcos,Parlante BT,Audio,73.62,1
2024-01-25,Pedro,Teclado,Periféricos,55.47,3
2024-06-26,Carlos,SSD 1TB,Almacenamiento,144.85,2
2024-04-19,Florencia,Hub USB-C,Accesorios,36.9,1
2024-05-27,Diego,"Monitor 27""",Pantallas,254.48,1
2024-02-12,Florencia,Parlante BT,Audio,73.05,1
2024-02-15,Federico,Hub USB-C,Accesorios,32.75,3
2024-05-27,Florencia,Cargador USB-C,Accesorios,28.29,3
2024-05-24,Diego,"Monitor 27""",Pantallas,254.69,2
2024-01-15,Daniela,"Notebook 15""",Computadoras,1134.88,1
2024-02-15,Carlos,Disco 2TB,Almacenamiento,91.64,3
2024-06-29,Luis,Webcam,Periféricos,70.2,3
2024-03-15,Marta,Cable HDMI,Accesorios,10.46,1
2024-04-14,Sofía,Pad Mouse,Periféricos,12.55,4
2024-03-20,Jorge,"Monitor 24""",Pantallas,213.89,2
2024-05-26,Pedro,Parlante BT,Audio,67.46,3
2024-06-13,Paula,Mouse,Periféricos,24.21,1
2024-06-16,Paula,"Monitor 24""",Pantallas,198.34,2
2024-05-23,Pedro,"Notebook 14""",Computadoras,806.47,3
2024-05-05,Agustín,Mouse,Periféricos,21.85,1
2024-06-06,Carlos,Disco 2TB,Almacenamiento,102.6,2
2024-05-16,Florencia,Disco 2TB,Almacenamiento,100.2,4
2024-01-31,Florencia,SSD 512GB,Almacenamiento,93.33,1
2024-03-20,Marcos,Cable HDMI,Accesorios,11.97,2
2024-06-24,Ana,Hub USB-C,Accesorios,34.76,3
2024-04-16,Marta,Hub USB-C,Accesorios,34.12,1
2024-04-16,Pedro,Webcam,Periféricos,71.47,1
2024-02-19,Diego,Teclado,Periféricos,44.87,2
2024-02-28,Marta,Teclado,Periféricos,51.85,3
2024-05-24,Valentina,SSD 1TB,Almacenamiento,128.86,2
2024-01-21,Paula,"Notebook 14""",Computadoras,866.08,3
2024-04-22,Federico,Cargador USB-C,Accesorios,28.65,1
2024-03-09,Diego,Cargador USB-C,Accesorios,26.75,1
2024-01-28,Luis,Pad Mouse,Periféricos,8.5,2
2024-03-14,Marcos,Disco 2TB,Almacenamiento,75.38,3
2024-02-04,Pedro,Disco 2TB,Almacenamiento,97.22,5
2024-04-09,Luis,Disco 2TB,Almacenamiento,87.12,1
2024-05-01,Agustín,"Monitor 27""",Pantallas,255.52,6
2024-06-19,Luis,Cargador USB-C,Accesorios,32.0,1
2024-01-26,Marcos,SSD 1TB,Almacenamiento,116.24,5
2024-03-01,Ana,SSD 512GB,Almacenamiento,77.02,3
2024-04-22,Valentina,"Notebook 15""",Computadoras,1088.61,2
2024-05-19,Marcos,Cargador USB-C,Accesorios,29.91,3
2024-01-29,Marta,"Monitor 27""",Pantallas,239.04,1
2024-04-21,Pedro,"Notebook 15""",Computadoras,1046.2,2
2024-05-17,Nicolás,SSD 512GB,Almacenamiento,80.92,1
2024-04-23,Marcos,Hub USB-C,Accesorios,31.25,1
2024-06-25,Rocío,Mouse,Periféricos,24.41,3
2024-03-09,Jorge,Cable HDMI,Accesorios,8.13,6
2024-05-25,Jorge,Hub USB-C,Accesorios,36.59,4
2024-05-11,Daniela,SSD 1TB,Almacenamiento,118.99,2
2024-02-07,Luis,Pad Mouse,Periféricos,11.07,2
2024-06-09,Carlos,"Notebook 15""",Computadoras,1104.1,4
2024-05-06,Hernán,Disco 2TB,Almacenamiento,99.32,2
2024-03-05,Pedro,Auriculares,Audio,50.46,2
2024-04-24,Sofía,"Monitor 24""",Pantallas,212.1,5
2024-05-20,Jorge,Parlante BT,Audio,75.6,2
2024-01-21,Lucía,Parlante BT,Audio,62.57,4
2024-03-12,Nicolás,Parlante BT,Audio,61.64,2
2024-01-02,Camila,"Monitor 24""",Pantallas,194.2,4
2024-04-03,Marcos,SSD 1TB,Almacenamiento,142.0,2
2024-03-22,Nicolás,Disco 2TB,Almacenamiento,117.34,3
2024-06-03,Marta,Auriculares,Audio,33.5,2
2024-04-19,Lucía,SSD 1TB,Almacenamiento,123.59,5
2024-06-14,Daniela,Cable HDMI,Accesorios,12.43,2
2024-04-25,Sofía,Cargador USB-C,Accesorios,24.89,2
2024-03-08,Diego,SSD 1TB,Almacenamiento,131.17,4
2024-01-19,Camila,Pad Mouse,Periféricos,10.16,3
2024-05-02,Marcos,Mouse,Periféricos,21.55,2
2024-02-10,Valentina,Auriculares,Audio,43.32,2
